Artikelnummer;ShopPlus;Merk;Categorie;Productnaam;Productnaam (FR);Lange beschrijving;Korte beschrijving;Lange beschrijving (FR);Korte beschrijving (FR);Consumentenprijs (incl. BTW);BestelWeb;Packshot;Biolabel;Fairtradelabel;Herkomst;Bevat;Kan sporen bevatten van;Brutogewicht (kg);Lengte (mm);Breedte (mm);Hoogte (mm);BTW-tarief;Ingrediënten;Ingrediënten (FR);Energie (kJ);Vetten (g);Verzadigde vetten (g);Enkelvoudig onverzadigde vetten (g);Meervoudig onverzadigde vetten (g);Koolhydraten (g);Suikers (g);Polyolen (g);Zetmeel (g);Vezels (g);Eiwitten (g);Zout (g);Houdbaarheid (dagen);Netto-inhoud;Eenheid;Eenheidsprijs;EAN;Ompakhoeveelheid;Leeggoed;Gepubliceerd;Laatst bijgewerkt
28810;X18810;Libera Terra;Wereldkeuken>Sauzen;BIO Passata di pomodoro siccagno;Passata di pomodoro siccagno bio;"Biologische gezeefde tomatensaus, gemaakt met zonovergoten tomaten uit het Siciliaanse 'Libera Terra'.

Passata is de ideale basis voor pastasauzen, pizza, soepen, ...";Biologische tomatensaus, gemaakt met zonovergoten tomaten uit het Siciliaanse 'Libera Terra'.;"Tomates biologiques écrasées passées, cultivées en Sicile à la Libera Terra.

Passata est la base idéale pour les sauces pour pâtes, les plats de lasagnes, les soupes et les ragoûts.";Tomates biologiques écrasées passées, cultivées en Sicile à la Libera Terra.;2,65;instock;https://www.oxfamfairtrade.be/wp-content/uploads/28810-600x600.jpg;Ja;Nee;Italië;/;/;0,642;65;65;170;6%;tomaten°;tomates°;142;1,2;0,2;;;2,5;2,5;;;1,2;2,6;1,3;720;410;g;€/kg 6,46;8,03257E+12;12;0,00;2018-10-11;2019-02-12
28811;X18811;Libera Terra;Wereldkeuken>Conserven;BIO Kerstomaatjes op olie;Tomates cerise bio;"Biologische halfgedroogde kerstomaatjes uit Puglia. Gedroogd onder de zon volgens de traditionele wijze.

Lekker in een slaatje, pastasaus of als aperitiefhapje.";Halfgedroogde kerstomaatjes uit Puglia. Lekker in een slaatje, pastasaus of als aperitiefhapje.;"Tomates biologiques semi-séchées dans une marinade d'épices, ail, basilic, huile de tournesol et huile d'olive.

Excellent dans les salades, pâtes, comme antipasto…";;5,95;instock;https://www.oxfamfairtrade.be/wp-content/uploads/28811-600x600.jpg;Ja;Nee;Italië;/;/;0,48;68;68;122;6%;halfgedroogde tomaten° (63%), zonnebloemolie° (33%), extra olijfolie van eerste persing° (3%), wijnazijn°, zout, peterselie°, look°, basilicum°;;1384;35;4,1;;;4;4;;;1;1,8;2,2;960;290;g;€/kg 20,52;8,03257E+12;12;0,00;2018-10-11;2019-02-12
24637;W14637;Oxfam Fair Trade;"Snacks &amp; drinks>Chocolade";Minichocolaatjes;Petites figurines de chocolat;Een zakje met 5 chocoladefiguurtjes: 3 dieren uit melk- en 2 dieren uit witte chocolade. Ideaal voor kleine smulpapen!;Een zakje met 5 chocoladefiguurtjes: 3 dieren uit melk- en 2 dieren uit witte chocolade. Ideaal voor kleine smulpapen!;5 petits animaux: 3 en chocolat au lait et 2 en chocolat blanc.;5 petits animaux: 3 en chocolat au lait et 2 en chocolat blanc.;2,65;instock;https://www.oxfamfairtrade.be/wp-content/uploads/24637-600x600.jpg;Nee;Ja;;melk, soja;gluten, noten;0,078;60;45;75;6%;rietsuiker*, cacaoboter*, volle MELKpoeder, cacaomassa, weipoeder (MELK), emulgator: SOJAlecithine;sucre de canne*, beurre de cacao*, poudre de LAIT entier, pâte de cacao, poudre de lactosérum (LAIT), émulsifiant: lécithine de SOJA;2343;34,8;21;;;54,8;54,1;;;;6,1;0,26;270;75;g;€/kg 35,33;5,40016E+12;12;0,00;2018-09-27;2019-02-12
22209;W12209;Oxfam Fair Trade;"Koffie &amp; thee>Koffie";BIO Congokoffie bonen;Café Congo bio en grains;"Een aromatische koffie met een aangename body en een fijne aciditeit.

Topkoffie van het hoogland rond het Kivumeer. 100% arabica.";Topkoffie van het hoogland rond het Kivumeer, vanaf nu ook in boontjes.;Café bio haut de gamme des hauts plateaux autour du Lac Kivu: consistance douce, aromatique et acidité fine. 100% arabica.;Café bio haut de gamme des hauts plateaux autour du Lac Kivu: consistance douce, aromatique et acidité fine. 100% arabica.;4,10;instock;https://www.oxfamfairtrade.be/wp-content/uploads/22209-600x600.jpg;Ja;Ja;DR Congo;/;/;0,263;95;55;195;6%;koffie*°;café*°;;;;;;;;;;;;;450;250;g;€/kg 16,40;5,40016E+12;12;0,00;2018-10-19;2019-02-12
20075;W10075;Oxfam Fair Trade;Wijn>Rood;RAZA Malbec Gran Reserva;RAZA Malbec Gran Reserva;In de neus ontplooit zich een complex palet van zwart fruit, houttoetsen (vanille) en groene kruiden (tijm, laurier, oregano). Deze Gran Reserva is een volle, rijke wijn met evenwichtige tannines en een lange, zachte afdronk.;Past bij rijke stoofpotjes, geroosterd vlees, wild en gerijpte kazen. Serveer op 16-18 °C. Gebotteld in Argentinië.;"Une palette complexe de fruits noirs, de touches de bois (vanille) et d'herbes vertes (thym, laurier, origan) se déploie dans le nez. Ce Gran Reserve est un vin riche et plein avec des tanins équilibrés et un arrière-goût long et doux.

&nbsp;";Convient au ragoût riche, à la viande rôtie, au gibier et aux fromages affinés. Servir à 16°-18° C. Mis en bouteille en Argentine.;12,20;instock;https://www.oxfamfairtrade.be/wp-content/uploads/20075-600x600.jpg;Nee;Ja;Argentinië;sulfieten;eieren;1,3;74;74;300;21%;malbec*;malbec*;;;;;;;;;;;;;;75;cl;€/l 16,27;5,40016E+12;6;0,00;2019-01-09;2019-02-12
20074;W10074;Oxfam Fair Trade;Wijn>Rood;BIO RAZA Selection Malbec / Shiraz;RAZA Selection Malbec / Shiraz bio;Deze biologische, volle en fruitige 50/50 blend van Malbec en Shiraz is sappig en soepel, met een warme kruidige finesse.;Zeer lekker bij grill- en kruidige suddergerechten. Serveer op 16-18 °C. Gebotteld in Argentinië.;Ce mélange biologique 50/50 complet et fruité de Malbec et Shiraz est souple et juteux, avec une finesse épicée.;Savoureux avec des plats grillés et épicés. Servir à 16°-18° C. Mis en bouteille en Argentine.;10,35;instock;https://www.oxfamfairtrade.be/wp-content/uploads/20074-600x600.jpg;Ja;Ja;Argentinië;sulfieten;eieren;1,3;74;74;300;21%;malbec*, shiraz*;malbec*, shiraz*;;;;;;;;;;;;;;75;cl;€/l 13,80;5,40016E+12;6;0,00;2019-01-09;2019-02-12
20601;W10601;Oxfam Fair Trade;"Snacks &amp; drinks>Spirits";Rum Varadero 5 jaar;Rhum Varadero 5 ans;Goudkleurige rum gedistilleerd uit stroop van de beste rietsuiker. Vijf jaar houtlagering zorgt voor een aangename lichte rum met een fijne smaak. Alcoholvolume 38%. Gebotteld in Cuba.;Goudkleurige rum gedistilleerd uit stroop van de beste rietsuiker. 5 jaar rijping op hout zorgt voor de fijne smaak.;Rhum de belle couleur ambre, distillé à partir de sirop de sucre de canne de qualité supérieur. Teneur en alcool 38%. Mise en bouteille au Cuba.;;23,25;instock;https://www.oxfamfairtrade.be/wp-content/uploads/20601-600x600.jpg;Nee;Nee;Cuba;/;/;1,2;75;75;320;21%;;;;;;;;;;;;;;;;70;cl;€/l 33,21;8,50111E+12;6;0,00;2018-12-17;2019-02-12
21011;W11011;Oxfam Fair Trade;"Snacks &amp; drinks>Fruitsap";Vers geperst Belgisch appelsap 1 l;Jus de pommes fraîchement pressé 1 l;"Vers geperst sap met 100 % Belgische kwaliteitsappels van boomgaarden in omschakeling naar bio. Ook verkrijgbaar in 20 centiliter.

<em>Biologisch in omschakeling, qué? Dat betekent dat de teler al volledig volgens de biologische principes werkt, maar nog geen label draagt, omdat de bodem nog herstellende is. Op Belgische bodem groeien momenteel niet genoeg gecertificeerde appelbomen om aan de vraag naar bio-appels te voldoen. Daarom verwerkt Oxfam Fair Trade voorlopig appelen van boomgaarden in omschakeling naar bio.</em>";Vers sap met 100 % Belgische kwaliteitsappels van boomgaarden in omschakeling naar bio. Ook verkrijgbaar in 20 centiliter.;"Un jus de pommes pur d'origine belge (100 % fraichement pressé) des vergers biologiques en conversion. Aussi disponible en 20 cl.

<em>Biologique en conversion, c'est quoi ? Cela signifie que les producteurs fonctionnent déjà entièrement selon les œuvres de principes biologiques mais portent aucune certification, parce que le sol se redresse encore. Actuellement sur le sol belge, il n'y a pas suffisamment de pommiers certifiés pour répondre à la demande des pommes bio. C’est pourquoi Oxfam Fair Trade - pour l’instant - utilise des pommes d'origine des vergers en conversion bio.</em>";Un jus de pommes pur d'origine belge (100 % fraichement pressé) des vergers biologiques en conversion. Délicieux pur ou dans un cocktail !;2,50;instock;https://www.oxfamfairtrade.be/wp-content/uploads/21011-600x600.jpg;Nee;Nee;België;/;/;1,665;90;90;310;6%;natuurlijk troebel appelsap†, antioxidant: ascorbinezuur°;jus de pommes naturellement trouble†, antioxydant: acide ascorbique°;200;0,2;0;;;11;10;;;;0,2;0;540;100;cl;€/l 2,50;5,40016E+12;6;0,30;2018-11-05;2019-02-12
21108;W11108;Oxfam Fair Trade;"Snacks &amp; drinks>Fruitsap";Vers geperst Belgisch appelsap 20 cl;Jus de pommes belge fraîchement pressé 20 cl;"Vers geperst sap met 100 % Belgische kwaliteitsappels uit boomgaarden in omschakeling naar bio. Ook verkrijgbaar in 1 liter.

<em>Biologisch in omschakeling, qué? Dat betekent dat de teler al volledig volgens de biologische principes werkt, maar nog geen label draagt, omdat de bodem nog herstellende is. Op Belgische bodem groeien momenteel niet genoeg gecertificeerde appelbomen om aan de vraag naar bio-appels te voldoen. Daarom verwerkt Oxfam Fair Trade voorlopig appelen van boomgaarden in omschakeling naar bio.</em>";Vers geperst sap met 100 % Belgische kwaliteitsappels uit boomgaarden in omschakeling naar bio. Ook verkrijgbaar in 1 liter.;"Un jus de pommes pur d'origine belge (100 % fraîchement pressé) des vergers biologiques en conversion. Aussi disponible en 1 litre.

<em>Biologique en conversion, c'est quoi ? Cela signifie que les producteurs fonctionnent déjà entièrement selon les œuvres de principes biologiques mais portent aucune certification, parce que le sol se redresse encore. Actuellement sur le sol belge, il n'y a pas suffisamment de pommiers certifiés pour répondre à la demande des pommes bio. C’est pourquoi Oxfam Fair Trade - pour l’instant - utilise des pommes d'origine des vergers en conversion bio.</em>";Un jus de pommes pur d'origine belge (100 % fraîchement pressé) des vergers biologiques en conversion. Délicieux pur ou dans un cocktail !;0,60;instock;https://www.oxfamfairtrade.be/wp-content/uploads/21108-600x600.jpg;Nee;Nee;België;/;/;0,343;53;53;160;6%;natuurlijk troebel appelsap†, antioxidant: ascorbinezuur°;just de pommes naturellement trouble†, antioxydant: acide ascorbique°;200;0,2;0;;;11;10;;;;0,2;0;365;20;cl;€/l 3,00;5,40016E+12;24;0,10;2018-10-16;2019-02-12
25728;X15728;Pakka;"Snacks &amp; drinks>Noten";BIO Notenmix geroosterd en gezouten;Mélange de noix grillées et salées bio;"Een heerlijke mix van geroosterde en gezouten cashewnoten, amandelen en pindanoten. De nootjes worden geoogst en gesorteerd met de hand, waardoor enkel de beste noten worden geselecteerd.

Na het oogsten worden ze geroosterd en dan lichtjes gezouten om zo de unieke smaak te verkrijgen.";Een mix van geroosterde en gezouten cashewnoten, amandelen en pindanoten.;"Un délicieux mélange de grillées et salées, noix de cajou, amandes et arachides. Les noix sont récoltées et triées à la main, donnant seulement les meilleures noix sont choisies.

Après la récolte, ils sont grillés et ensuite légèrement salés afin d’obtenir la saveur unique.";Un délicieux mélange de grillées et salées, noix de cajou, amandes et arachides.;3,60;instock;https://www.oxfamfairtrade.be/wp-content/uploads/25728-600x600.jpg;Ja;Ja;Burkina Faso, China, Pakistan;noten, pinda's;/;0,106;52;134;167;6%;cashewnoten*° (40%), amandelen*° (29%), pinda's*° (29%), zout (1,2%), zonnebloemolie° (0,3%)°, arabische gom;;2464;50;7,5;;;24;4,7;;;;20,7;1,4;270;100;g;€/kg 36,00;7,64014E+12;8;0,00;2018-12-07;2019-02-12
21498;W11498;Oxfam Fair Trade;"Snacks &amp; drinks>Frisdrank";BIO Theedrank van maté, groene thee en passievrucht;Thé glacé bio au maté, thé vert et fruit de la passion;Heerlijk verfrissende ijsthee op basis van een infusie van fairtrade biologische groene thee, maté en passievrucht. Een theedrankje met een exotische toets én laag in calorieën. Koel schenken.;Verfrissende ijsthee op basis van een infusie van groene thee, maté en passievrucht. Met een exotische toets én laag in calorieën!;Thé glacé rafraîchissant à base d'infusion de thé vert bio de commerce équitable, maté et fruit de la passion. Une boisson avec une touche exotique et faible en calories. Servir très frais.;Thé glacé à base d'infusion de thé vert bio de commerce équitable, maté et fruit de la passion.;1,65;onbackorder;https://www.oxfamfairtrade.be/wp-content/uploads/21498-600x600.jpg;Ja;Ja;Paraguay, Sri Lanka;/;/;0,55;65;65;200;6%;water, maté° (0,36%), groene thee°* (0,06%), rietsuiker*° (5,76%), passievruchtensap° (1%), passievruchtenaroma (0,06%), citroensapconcentraat°;infusion de maté et de thé vert (eau, maté° 0,36%, thé vert°* 0,06%), sucre de canne°* 5,76%, jus de fruit de la passion° 1%, arôme de fruit de la passion 0,06%, jus concentré de citron°;111;0,1;0;;;6,4;5,1;;;;0,1;0;450;50;cl;€/l 3,30;5,40016E+12;6;0,00;2018-12-05;2019-02-12
21499;W11499;Oxfam Fair Trade;"Snacks &amp; drinks>Frisdrank";BIO Theedrank van rooibos met limoen;Thé glacé bio au rooibos et citron vert;Theedrankje op basis van een infusie van biologische fairtrade rooibos en limoen. De Zuid-Afrikaanse roodkleurige struik geeft een zachtzoete smaak, de limoen zorgt voor een frisse toets. Laag in calorieën. Koel schenken.;Theedrankje op basis van een infusie van biologische fairtrade rooibos en limoen. Met een frisse toets én laag in calorieën!;Thé glacé rafraîchissant à base d'infusion de rooibos bio commerce équitable et de citron vert. L’arbuste rouge d’Afrique du Sud donne un goût doux, le citron vert une touche fraîche. Faible en calories. Servir frais.;Thé glacé rafraîchissant à base d'infusion de rooibos bio commerce équitable et de citron vert.;1,65;onbackorder;https://www.oxfamfairtrade.be/wp-content/uploads/21499-600x600.jpg;Ja;Ja;Paraguay, Zuid-Afrika;/;/;0,55;65;65;200;6%;water, rooibos°* (0,56%), rietsuiker*° (5,76%), citroensapconcentraat*, natuurlijk limoenaroma (0,08%);infusion de rooibos (eau, rooibos° 0,56%), sucre de canne°* 5,76%, jus concentré de citron°, arôme naturel de citron vert 0,08%;111;0,1;0;;;6,4;5,1;;;;0,1;0;450;50;cl;€/l 3,30;5,40016E+12;6;0,00;2018-12-05;2019-02-12
27054;X17054;Artisans du Monde;Ontbijt>Ontbijtgranen;BIO Chiazaad;Graines de chia bio;Chia betekent kracht in het Nahuatl, de taal van de Azteken. De 'superfood' zaadjes smaken zoet en zijn rijk aan Omega 3-vetzuren, fosfor en magnesium. Voeg ze toe aan je yoghurt, havermout, smoothie, dessert, ...;Chiazaadjes zijn rijk aan Omega 3-vetzuren, fosfor en magnesium. Voeg ze toe aan je yoghurt, granola, smoothie, ...;Chia, la supergraine des Aztèques. En Nahuatl, chia signifie « force » : ella redonnera du tonus à vos journées ! Sa saveur est douce et ses qualités nutritionnelles exceptionnelles. Riche en acides gras oméga-3, phosphore et magnésium.;La supergraine chia est riche en acides gras oméga-3, phosphore et magnésium. Ajoutez à votre yaourt, smoothie, petit déjeuner, ...;3,75;instock;https://www.oxfamfairtrade.be/wp-content/uploads/27054-600x600.jpg;Ja;Nee;Nicaragua;/;gluten, noten, soja;0,256;150;76;210;6%;zwarte chia*°;chia noir°*;1903;31,5;3;;;9,8;0,8;;;4,7;9,1;0;540;250;g;€/kg 15,00;3,41388E+12;6;0,00;2019-01-31;2019-02-12
23697;X13697;Artisans du Monde;"Koffie &amp; thee>Thee";BIO Losse witte thee Zen;Thé blanc bio en vrac Zen;"Biologische witte thee met subtiele hinten van tulsi, mandarijn, aangename cacaoaroma's, toetsen van gingko, passiebloem en citroenmelisse. Witte thee heeft een laag cafeïnegehalte, je kunt hem dus op elk moment van de dag drinken. Heel verfrissend ook in de zomer.

Tulsi, ook wel Indiase of heilige basilicum genoemd, is ideaal tegen stress. Adem in, adem uit, ontspan ... Geniet van je zenmomentje!";Zet deze witte thee op 75-80 °C gedurende 5 tot 7 minuten.;"Inspirez… expirez… méditez… c’est la pause thé ! Trouvez l’harmonie en dégustant ce thé blanc léger et délicat aux effluves subtiles de tulsi et de mandarine et aux arômes envoutants de cacao. Relaxez-vous sur les notes orientales de gingko et le chant mélodieux et apaisant de la passiflore et de la mélisse.

Le thé blanc a une faible teneur en théine, on peut donc le déguster tout au long de la journée. Il s'agit d'un thé délicat en saveur et en arôme, particulièrement rafraichissant l’été.";Laissez infuser 5 à 7 minutes à 75-80°C.;5,40;instock;https://www.oxfamfairtrade.be/wp-content/uploads/23697-600x600.jpg;Ja;Nee;Vietnam;/;/;0,06;190;70;45;6%;witte thee*° (75%), tulsi° (9%), schors van cacao° (4%), passiebloem° (4%), essentiële olie van mandarijn° (2%), gingko° (2%), citroenmelisse°, rozenblaadjes° (1%), goudsbloemblaadjes°;thé blanc*° (75%), tulsi° (9%), écorce de cacao° (4%), passiflore° (4%), huile essentielle de mandarine° (2%), gingko° (2%), mélisse°, pétales de rose° (1%), pétales de souci°;;;;;;;;;;;;;540;50;g;€/kg 108,00;3,41388E+12;5;0,00;2019-01-31;2019-02-12
23698;X13698;Artisans du Monde;"Koffie &amp; thee>Thee";BIO Infusie Detox;Infusion bio en vrac Detox;Deze infusie heeft een frisse, licht kruidige smaak dankzij het citroengras en verkwikkende gember. Kurkuma en limoengras zuiveren het lichaam, terwijl gember en vlierbloesem zorgen voor de innerlijke warmte. Deze drank zonder cafeïne kan op elk moment van de dag of avond worden gedronken.;Zetadvies: laat 5 minuten infuseren in water van 95 °C.;Découvrez cet élixir de vie à la saveur citronnée et légèrement épicée, fusion de la citronnelle et du gingembre tonifiant. L’association du curcuma et de la citronnelle purifie l’organisme pendant que le sureau apporte cette rondeur, petite touche de chaleur intérieure. Cette boisson sans théine peut se déguster à tout moment de la journée ou de la soirée !;Laissez infuser 5 minutes dans une eau à 95°C.;5,80;instock;https://www.oxfamfairtrade.be/wp-content/uploads/23698-600x600.jpg;Ja;Nee;Bangladesh, India;/;/;0,09;190;70;45;6%;citroengras*° (40%), gember*° (25%), wilde roos°, kurkuma*° (9%), groene rooibos*°, vlierbloesem°, zwarte peper*°, essentiële citroenolie° (0,2%);citronnelle*° (40%), gingembre*° (25%), églantine°, curcuma*° (9%), rooibos vert*°, fleur de sureau°, poivre noir*°, huile essentielle de citron° (0,2%);;;;;;;;;;;;;540;80;g;€/kg 72,50;3,41388E+12;5;0,00;2019-01-31;2019-02-12
23699;X13699;Artisans du Monde;"Koffie &amp; thee>Thee";BIO Losse groene thee Vitality;Thé vert bio en vrac Vitality;"Nood aan energie? Verwen jezelf met deze groene thee boordevol 'super fruits': gember, granaatappel, acerola, warana. De geuren van fruitige framboos en granaatappel stimuleren alle zintuigen. Lekker lange afdronk. Een kopje ’s ochtends bij het ontbijt geeft je energie voor de hele dag.

<em>Waarom is groene thee gezond? Dit soort</em><em> thee bevat een hoge concentratie polyfenolen (antioxidanten), ijzer, vitaminen en catechinen. De theeblaadjes worden gedroogd om de oxidatie te stoppen (zodat alle goede stoffen uit de plant bewaard blijven), vervolgens gerold en opnieuw gedroogd.</em>";Zetadvies: laat 3 tot 4 minuten infuseren in water bij 80-85 °C.;"Découvrez ce thé vert vitalité aux superfruits : grenade, acerola, warana et gingembre. Les essences parfumées et fruitées de framboise et grenade vivifieront vos sens. C’est un thé avec une belle longueur en bouche pour un pur moment de plaisir tonique ! À prendre le matin au petit déjeuner pour vous donner tonus et vitalité ou à tout moment de la journée pour vous redynamiser.

<em>Le thé vert est le thé santé du fait de sa haute concentration en polyphénols (antioxydants), en fer, vitamines et en catéchines. Il est séché pour arrêter l’oxydation (afin d’évacuer l’humidité de la plante), puis roulé &amp; nouveau séché.</em>";Laisser infuser 3 à 4 minutes dans une eau à 80-85°C.;6,30;instock;https://www.oxfamfairtrade.be/wp-content/uploads/23699-600x600.jpg;Ja;Nee;China;/;/;0,09;190;70;45;6%;groene thee*°, gember*°, granaatappelschors° (7%), acerola° (4%), duindoorn°, natuurlijke aroma's van framboos° (3%), granaatappel° (1%), warana° (1%);thé vert*°, gingembre*°, écorce de grenade° (7%), acerola° (4%), argousier°, arômes naturels de framboise° (3%) et de grenade° (1%), warana° (1%);;;;;;;;;;;;;540;80;g;€/kg 78,75;3,41388E+12;5;0,00;2019-01-31;2019-02-12
25727;X15727;Pakka;"Snacks &amp; drinks>Noten";BIO Cashewnoten curry;Noix de cajou bio curry;Deze cashewnoten worden op een traditionele manier geroosterd (zonder olie) en bestrooid met Madras curry kruiden.;Deze cashewnoten worden op een traditionele manier geroosterd (zonder olie) en bestrooid met Madras curry kruiden.;Ces noix de cajou sont grillées de façon traditionnelle (sans huile) et saupoudrées de curry de Madras.;Ces noix de cajou sont grillées de façon traditionnelle (sans huile) et saupoudrées de curry de Madras.;4,20;instock;https://www.oxfamfairtrade.be/wp-content/uploads/25727-600x600.jpg;Ja;Ja;India, Ivoorkust;noten;pinda's;0,106;70;50;115;6%;cashewnoten*° (97,5%), currie° (0,9%), zout (1,2%), arabische gom;;2403;46;9;;;33;5;;;;15;1,6;180;100;g;€/kg 42,00;7,64014E+12;8;0,00;2019-01-31;2019-02-12
